Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSQF,NewHouse,SummerSale,Season,RemodelAge,GarageAgeInv,GarageIdx,HouseAge,LargeHouse,SQFperRoom,HasPool,PrchSQ,time_index,neighborhood_index
2110,30,RL,55.0,7111,Pave,,IR1,Bnk,4.0,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,0.0,0.0,3,3,BrkTil,2.0,2.0,1.0,1.0,406.0,2.0,273.0,329.0,1008.0,GasA,2,1,SBrkr,1143,0,0,1143,0.0,0.0,1,0,2,1,2.0,5,7.0,1,1.0,Detchd,2.0,1.0,288.0,2.0,2.0,2,265,0,0,0,0,0,0.0,5.0,,0,7,2008,WD,Normal,138000,2151.0,False,True,1,25,0.0588235294117647,0.1176470588235294,80,False,430.2,False,0,0.998462856328179,0.9248731407894867
2111,50,RM,,7425,Pave,,IR1,Bnk,4.0,Corner,Gtl,BrkSide,RRAn,Artery,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,1.0,0.0,1.0,0.0,672.0,672.0,GasA,3,1,SBrkr,1195,473,0,1668,0.0,0.0,1,1,3,1,3.0,8,7.0,0,0.0,Attchd,2.0,1.0,252.0,2.0,2.0,2,210,0,0,0,0,0,0.0,0.0,,0,8,2008,WD,Abnorml,108000,2340.0,False,True,2,58,0.015625000000000007,0.031250000000000014,63,False,292.5,False,0,1.0088383329839563,0.9248731407894867
2112,50,RL,,7010,Pave,,Reg,Lvl,4.0,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,BrkTil,2.0,2.0,1.0,2.0,175.0,1.0,0.0,849.0,1024.0,GasA,2,1,SBrkr,1144,594,0,1738,0.0,0.0,2,0,3,1,2.0,6,7.0,1,3.0,Detchd,2.0,1.0,240.0,2.0,2.0,1,0,30,0,0,0,0,0.0,0.0,,0,7,2008,WD,Normal,153000,2762.0,False,True,1,58,0.016949152542372878,0.033898305084745756,73,False,460.3333333333333,False,30,0.998462856328179,0.9248731407894867
2113,50,RM,50.0,5000,Pave,,Reg,Lvl,4.0,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,3,CBlock,2.0,2.0,1.0,3.0,600.0,1.0,0.0,72.0,672.0,GasA,3,1,SBrkr,832,378,0,1210,0.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,Detchd,2.0,1.0,240.0,2.0,2.0,1,0,0,0,0,0,0,0.0,0.0,,0,5,2008,WD,Normal,124000,1882.0,False,True,1,2,0.014705882352941173,0.029411764705882346,67,False,313.6666666666667,False,0,0.998462856328179,0.9248731407894867
2114,70,RM,59.0,5870,Pave,,Reg,Lvl,4.0,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,2Story,6,9,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,2,3,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,554.0,554.0,GasA,3,1,SBrkr,736,554,0,1290,0.0,0.0,1,1,3,1,2.0,6,7.0,0,0.0,Detchd,2.0,1.0,200.0,2.0,2.0,2,38,112,0,0,0,0,0.0,4.0,Shed,400,4,2008,WD,Normal,106900,1844.0,False,True,1,8,0.012048192771084333,0.024096385542168666,108,False,307.3333333333333,False,112,0.998462856328179,0.9248731407894867
2115,50,RM,50.0,6000,Pave,,Reg,Lvl,4.0,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,3.0,521.0,1.0,0.0,460.0,981.0,GasA,3,1,SBrkr,1014,658,0,1672,0.0,0.0,1,1,3,1,3.0,6,7.0,1,3.0,Detchd,2.0,1.0,240.0,2.0,2.0,2,0,11,0,0,0,0,0.0,5.0,,0,7,2008,WD,Normal,164900,2653.0,False,True,1,19,0.0144927536231884,0.0289855072463768,68,False,442.1666666666667,False,11,0.998462856328179,0.9248731407894867
2116,30,RM,50.0,6000,Pave,,Reg,HLS,4.0,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,949.0,949.0,GasA,3,1,SBrkr,949,0,0,949,0.0,0.0,1,0,2,1,2.0,5,7.0,1,2.0,Detchd,2.0,2.0,370.0,2.0,2.0,2,0,0,48,0,0,0,0.0,0.0,,0,7,2008,WD,Normal,119000,1898.0,False,True,1,5,0.01176470588235294,0.04705882352941176,84,False,379.6,False,48,0.998462856328179,0.9248731407894867
2117,50,RM,50.0,6000,Pave,,Reg,Lvl,4.0,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,3,BrkTil,2.0,2.0,1.0,2.0,201.0,1.0,162.0,462.0,825.0,GasA,3,1,SBrkr,825,672,0,1497,0.0,0.0,2,0,3,1,2.0,5,7.0,0,0.0,Detchd,2.0,1.0,672.0,2.0,2.0,2,272,0,0,0,0,0,0.0,5.0,,0,5,2008,WD,Normal,157000,2322.0,False,True,1,8,0.2,0.4,71,False,464.4,False,0,0.998462856328179,0.9248731407894867
2118,50,RM,50.0,6000,Pave,,Reg,Lvl,4.0,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,1.0,264.0,1.0,0.0,475.0,739.0,GasA,3,1,SBrkr,874,468,0,1342,0.0,0.0,2,0,2,2,2.0,7,7.0,1,3.0,Detchd,2.0,1.0,240.0,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,,0,4,2008,WD,Normal,105000,2081.0,False,True,1,58,0.01428571428571428,0.02857142857142856,69,False,297.2857142857143,False,0,0.998462856328179,0.9248731407894867
2119,45,RM,50.0,5000,Pave,,Reg,Bnk,4.0,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,992.0,992.0,GasA,3,1,SBrkr,1013,0,0,1013,0.0,0.0,1,0,3,1,2.0,6,7.0,0,0.0,Detchd,2.0,1.0,160.0,2.0,2.0,2,0,0,101,0,0,0,0.0,0.0,,0,4,2008,WD,Normal,113000,2005.0,False,True,1,58,0.012048192771084333,0.024096385542168666,82,False,334.1666666666667,False,101,0.998462856328179,0.9248731407894867
2120,50,RM,60.0,5520,Pave,,IR1,Lvl,4.0,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,AsbShng,AsbShng,0.0,0.0,2,3,BrkTil,2.0,2.0,1.0,3.0,68.0,1.0,0.0,497.0,565.0,GasA,2,1,SBrkr,565,651,0,1216,1.0,0.0,1,0,3,1,2.0,6,7.0,1,3.0,BuiltIn,3.0,1.0,355.0,2.0,2.0,2,0,0,180,0,0,0,0.0,4.0,,0,4,2008,WD,Normal,115000,1781.0,False,True,1,11,0.011235955056179777,0.03370786516853933,88,False,296.8333333333333,False,180,0.998462856328179,0.9248731407894867
2121,20,RM,99.0,5940,Pave,,IR1,Lvl,4.0,FR3,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,CBlock,0.0,0.0,2,2,PConc,,,,,,,,,,GasA,2,1,FuseA,896,0,0,896,,,1,0,2,1,2.0,4,7.0,0,0.0,Detchd,2.0,1.0,280.0,2.0,2.0,2,0,0,0,0,0,0,0.0,4.0,,0,4,2008,ConLD,Abnorml,79000,,False,True,1,58,0.015873015873015876,0.03174603174603175,62,False,,False,0,0.998462856328179,0.9248731407894867
2122,50,RM,52.0,6240,Pave,,Reg,Lvl,4.0,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,PConc,2.0,2.0,1.0,2.0,80.0,1.0,0.0,624.0,704.0,GasA,3,1,SBrkr,624,512,0,1136,0.0,1.0,1,0,2,1,2.0,6,7.0,0,0.0,Detchd,2.0,1.0,336.0,2.0,2.0,2,0,365,80,0,0,0,0.0,0.0,,0,8,2008,WD,Normal,123000,1840.0,False,True,2,58,0.05263157894736843,0.10526315789473686,79,False,306.6666666666667,False,445,1.0088383329839563,0.9248731407894867
2123,30,RM,,6120,Pave,,Reg,Lvl,4.0,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,0.0,0.0,2,3,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,3,0,SBrkr,808,0,0,808,0.0,0.0,1,0,1,1,2.0,6,5.0,0,0.0,Attchd,2.0,1.0,164.0,2.0,2.0,1,0,48,0,0,0,0,0.0,0.0,,0,6,2008,WD,Normal,81300,808.0,False,True,1,13,0.011904761904761908,0.023809523809523815,63,False,134.66666666666666,False,48,0.998462856328179,0.9248731407894867
2124,50,RM,52.0,6240,Pave,,Reg,Lvl,4.0,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,BrkTil,2.0,2.0,2.0,2.0,300.0,1.0,240.0,449.0,989.0,GasA,2,1,SBrkr,1245,764,0,2009,0.0,0.0,2,0,4,1,2.0,7,5.0,1,3.0,Detchd,2.0,2.0,400.0,2.0,2.0,2,0,20,0,0,0,0,0.0,4.0,,0,1,2008,WD,Normal,150000,2998.0,False,False,0,58,0.01428571428571428,0.05714285714285712,69,False,428.2857142857143,False,20,0.9954246663223152,0.9248731407894867
2125,70,RM,51.0,6120,Pave,,Reg,Lvl,4.0,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,5,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,BrkTil,2.0,2.0,1.0,1.0,203.0,1.0,0.0,897.0,1100.0,GasA,2,1,SBrkr,1226,676,0,1902,0.0,0.0,2,0,4,1,2.0,7,7.0,0,0.0,Detchd,2.0,2.0,576.0,2.0,2.0,2,0,139,55,0,0,0,0.0,0.0,,0,10,2008,WD,Normal,123500,3002.0,False,False,2,58,0.020408163265306124,0.0816326530612245,85,False,428.85714285714283,False,194,1.0088383329839563,0.814009925945159
2126,50,RL,60.0,9144,Pave,Pave,Reg,Lvl,4.0,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,3,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,810.0,810.0,GasA,3,1,SBrkr,1170,546,0,1716,0.0,0.0,2,0,4,1,3.0,8,7.0,0,0.0,Detchd,2.0,2.0,672.0,2.0,2.0,2,0,195,0,0,0,0,0.0,0.0,,0,3,2008,WD,Normal,162500,2526.0,False,False,0,4,0.025641025641025644,0.10256410256410257,93,False,315.75,False,195,0.9954246663223152,0.9248731407894867
2127,60,RM,57.0,8094,Pave,Grvl,Reg,Lvl,4.0,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,PConc,2.0,2.0,2.0,2.0,196.0,1.0,0.0,1046.0,1242.0,GasA,3,1,SBrkr,1242,742,0,1984,0.0,0.0,2,0,5,1,2.0,8,7.0,0,0.0,Detchd,0.0,1.0,360.0,0.0,0.0,2,64,0,180,0,0,0,0.0,4.0,Shed,1000,9,2008,WD,Normal,160000,3226.0,False,False,2,25,0.0004977600796416129,0.0,98,False,403.25,False,180,1.0088383329839563,0.814009925945159
2128,50,RM,63.0,4347,Pave,,Reg,Lvl,4.0,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,Gambrel,CompShg,MetalSd,MetalSd,0.0,0.0,3,2,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,796.0,796.0,GasA,3,1,SBrkr,825,784,0,1609,0.0,0.0,1,0,3,1,2.0,7,7.0,0,0.0,Detchd,2.0,1.0,228.0,2.0,2.0,0,0,182,0,0,0,0,0.0,0.0,,0,6,2008,WD,Normal,127500,2405.0,False,True,1,58,0.010101010101010102,0.020202020202020204,98,False,343.57142857142856,False,182,0.998462856328179,0.814009925945159
2129,30,RM,,6291,Grvl,,IR1,Lvl,4.0,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,Gable,CompShg,Stucco,Wd Shng,0.0,0.0,3,3,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,768.0,768.0,GasA,2,1,SBrkr,768,0,0,768,0.0,0.0,1,0,1,1,2.0,4,7.0,0,0.0,Detchd,2.0,2.0,440.0,2.0,2.0,0,0,0,84,0,0,0,0.0,0.0,,0,7,2008,WD,Normal,93850,1536.0,False,True,1,58,0.012658227848101266,0.05063291139240506,78,False,384.0,False,84,0.998462856328179,0.7544758150113035
2130,70,RM,60.0,10266,Pave,,Reg,Lvl,4.0,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,2.0,372.0,1.0,0.0,396.0,768.0,GasA,2,1,FuseA,768,768,0,1536,0.0,0.0,1,1,4,1,2.0,7,7.0,0,0.0,Detchd,2.0,1.0,308.0,2.0,2.0,2,0,216,80,0,0,0,0.0,0.0,,0,5,2008,COD,Abnorml,136000,2304.0,False,True,1,56,0.017543859649122806,0.03508771929824561,56,False,329.14285714285717,False,296,0.998462856328179,0.7544758150113035
2131,50,RM,60.0,6876,Pave,,Reg,Bnk,4.0,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1272.0,1272.0,GasA,2,1,SBrkr,1272,0,697,1969,0.0,0.0,2,0,4,1,2.0,9,6.0,1,3.0,Detchd,2.0,2.0,400.0,2.0,2.0,2,0,34,0,0,0,0,0.0,0.0,,0,11,2008,COD,Normal,141000,3241.0,False,False,2,50,0.014084507042253521,0.056338028169014086,70,False,360.1111111111111,False,34,1.0088383329839563,0.7544758150113035
2132,50,RM,,10320,Pave,Grvl,Reg,Lvl,4.0,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,880.0,880.0,GasA,3,1,SBrkr,880,428,0,1308,0.0,0.0,2,0,2,1,2.0,6,7.0,0,0.0,Detchd,2.0,2.0,400.0,2.0,2.0,2,0,0,117,0,0,0,0.0,0.0,,0,4,2008,WD,Normal,120000,2188.0,False,True,1,30,0.016949152542372878,0.06779661016949151,93,False,364.6666666666667,False,117,0.998462856328179,0.7544758150113035
2133,30,RM,60.0,7200,Pave,,Reg,Lvl,4.0,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1040.0,1040.0,GasA,3,1,SBrkr,1040,0,0,1040,0.0,0.0,1,0,2,1,2.0,5,7.0,0,0.0,Detchd,2.0,2.0,320.0,2.0,2.0,2,0,132,0,0,0,0,0.0,0.0,,0,7,2008,WD,Normal,127500,2080.0,False,True,1,16,0.0625,0.25,83,False,416.0,False,132,0.998462856328179,0.7544758150113035
2134,50,RM,62.0,7006,Pave,,Reg,Lvl,4.0,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Stucco,Stucco,0.0,0.0,2,2,PConc,2.0,2.0,1.0,2.0,121.0,1.0,0.0,647.0,768.0,GasA,2,1,SBrkr,788,448,0,1236,1.0,0.0,2,0,3,1,2.0,6,7.0,1,3.0,Detchd,2.0,1.0,384.0,2.0,2.0,2,0,0,0,0,0,0,0.0,4.0,,0,8,2008,WD,Family,127000,2004.0,False,True,2,58,0.041666666666666664,0.08333333333333333,83,False,334.0,False,0,1.0088383329839563,0.7544758150113035
2135,30,RM,60.0,10320,Pave,,Reg,Lvl,4.0,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,451.0,451.0,GasA,2,1,SBrkr,759,0,0,759,0.0,0.0,1,0,1,1,2.0,5,7.0,0,0.0,Detchd,2.0,2.0,576.0,2.0,2.0,0,40,0,0,0,0,0,0.0,0.0,,0,8,2008,ConLD,Family,85000,1210.0,False,True,2,17,0.08333333333333333,0.3333333333333333,96,False,242.0,False,0,1.0088383329839563,0.7544758150113035
2136,190,RM,60.0,10320,Pave,Grvl,Reg,Lvl,4.0,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,Gable,CompShg,AsphShn,AsphShn,0.0,0.0,2,2,PConc,2.0,2.0,1.0,1.0,0.0,1.0,0.0,536.0,536.0,GasA,3,0,FuseF,808,536,0,1344,0.0,0.0,2,0,3,2,2.0,8,7.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,42,0,204,0,0,0,0.0,0.0,,0,5,2008,WD,Normal,82375,1880.0,False,True,1,58,0.0004977600796416129,0.0,93,False,235.0,False,204,0.998462856328179,0.7544758150113035
2137,20,RL,82.0,9488,Pave,,Reg,Lvl,4.0,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,CBlock,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1046.0,1046.0,GasA,3,0,SBrkr,1054,0,0,1054,0.0,0.0,1,0,3,1,2.0,6,7.0,0,0.0,Detchd,2.0,1.0,240.0,2.0,2.0,2,0,60,122,0,0,0,0.0,0.0,,0,9,2008,WD,Abnorml,124000,2100.0,False,False,2,15,0.016129032258064516,0.03225806451612903,61,False,350.0,False,182,1.0088383329839563,0.91958393904907
2138,85,RL,,11235,Pave,,Reg,Lvl,4.0,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,Gable,CompShg,HdBoard,Wd Sdng,0.0,0.0,2,2,CBlock,3.0,2.0,3.0,3.0,784.0,1.0,0.0,197.0,981.0,GasA,2,1,SBrkr,1075,0,0,1075,1.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,Detchd,2.0,2.0,440.0,2.0,2.0,2,64,0,0,0,64,0,0.0,4.0,,0,5,2008,WD,Abnorml,148000,2056.0,False,True,1,45,0.07692307692307693,0.3076923076923077,45,False,342.6666666666667,False,64,0.998462856328179,0.91958393904907
2139,80,RL,80.0,13014,Pave,,Reg,Lvl,4.0,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,Plywood,5.0,39.0,2,2,CBlock,2.0,2.0,3.0,3.0,528.0,1.0,0.0,480.0,1008.0,GasA,2,1,SBrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,2.0,6,7.0,1,2.0,Attchd,2.0,2.0,484.0,2.0,2.0,2,168,0,0,0,0,0,0.0,0.0,,0,12,2008,WD,Normal,157500,2104.0,False,False,3,30,0.03225806451612903,0.12903225806451613,30,False,350.6666666666667,False,0,1.04013531971942,0.91958393904907
2140,20,RL,68.0,10265,Pave,,IR1,Lvl,4.0,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,3.0,758.0,1.0,0.0,234.0,992.0,GasA,3,1,SBrkr,992,0,0,992,1.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,Attchd,3.0,1.0,294.0,2.0,2.0,2,204,0,0,0,0,0,0.0,4.0,Shed,600,7,2008,WD,Normal,145000,1984.0,False,True,1,3,0.023809523809523808,0.07142857142857142,41,False,330.6666666666667,False,0,0.998462856328179,0.91958393904907
2141,85,RL,,7703,Pave,,IR1,Lvl,4.0,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,8,Gable,CompShg,HdBoard,HdBoard,2.0,40.0,2,2,CBlock,3.0,2.0,4.0,3.0,450.0,1.0,0.0,0.0,450.0,GasA,3,1,SBrkr,1034,0,0,1034,0.0,1.0,1,0,3,1,2.0,6,7.0,1,1.0,Basment,4.0,2.0,504.0,2.0,2.0,2,311,0,0,0,0,0,0.0,3.0,,0,5,2008,WD,Normal,153000,1484.0,False,True,1,30,0.03225806451612903,0.25806451612903225,30,False,247.33333333333334,False,0,0.998462856328179,0.91958393904907
2142,20,RL,,9981,Pave,,IR1,Lvl,4.0,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,5.0,340.0,2,2,CBlock,2.0,2.0,2.0,2.0,221.0,1.0,0.0,852.0,1073.0,GasA,3,1,SBrkr,1073,0,0,1073,0.0,0.0,1,0,3,1,2.0,6,7.0,0,0.0,Attchd,3.0,1.0,270.0,2.0,2.0,2,0,90,0,0,0,0,0.0,4.0,,0,3,2008,WD,Normal,120000,2146.0,False,False,0,41,0.023809523809523808,0.07142857142857142,41,False,357.6666666666667,False,90,0.9954246663223152,0.91958393904907
2143,85,RL,,7400,Pave,,IR1,Lvl,4.0,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,3.0,2.0,3.0,1.0,104.0,3.0,956.0,0.0,1060.0,GasA,2,1,SBrkr,1126,0,0,1126,1.0,0.0,1,0,2,1,2.0,5,7.0,0,0.0,Attchd,2.0,2.0,506.0,2.0,2.0,2,178,0,0,0,0,0,0.0,0.0,,0,3,2008,WD,Normal,152000,2186.0,False,False,0,24,0.04000000000000001,0.16000000000000003,24,False,437.2,False,0,0.9954246663223152,0.91958393904907
2144,190,RL,60.0,12900,Pave,,Reg,Lvl,4.0,Inside,Gtl,Sawyer,Feedr,Norm,2fmCon,1Story,5,4,Gable,CompShg,BrkFace,Stucco,0.0,0.0,2,2,PConc,2.0,2.0,1.0,2.0,1300.0,1.0,0.0,0.0,1300.0,GasA,2,1,SBrkr,1140,0,0,1140,1.0,0.0,1,0,3,1,2.0,6,7.0,0,0.0,CarPort,2.0,2.0,400.0,2.0,2.0,2,0,0,190,0,0,0,0.0,0.0,,0,1,2008,WD,Alloca,95541,2440.0,False,False,0,58,0.011235955056179777,0.04494382022471911,88,False,406.6666666666667,False,190,0.9954246663223152,0.91958393904907
2145,20,RL,94.0,9239,Pave,,Reg,Lvl,4.0,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,3,CBlock,2.0,2.0,1.0,3.0,634.0,1.0,0.0,326.0,960.0,GasA,3,1,SBrkr,960,0,0,960,1.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,Attchd,4.0,1.0,300.0,2.0,2.0,2,168,0,0,0,0,0,0.0,0.0,,0,5,2008,WD,Normal,144900,1920.0,False,True,1,5,0.021739130434782608,0.08695652173913043,45,False,320.0,False,0,0.998462856328179,0.91958393904907
2146,20,RL,88.0,14175,Pave,,Reg,Lvl,4.0,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,6,8,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,CBlock,2.0,3.0,4.0,3.0,776.0,1.0,0.0,212.0,988.0,GasA,2,1,FuseA,1188,0,0,1188,1.0,0.0,1,0,1,1,2.0,4,7.0,1,2.0,Attchd,2.0,2.0,621.0,2.0,2.0,2,102,89,231,0,0,0,0.0,0.0,,0,6,2008,WD,Normal,185000,2176.0,False,True,1,52,0.018867924528301883,0.07547169811320753,52,False,544.0,False,320,0.998462856328179,0.91958393904907
2147,190,RL,,10532,Pave,,Reg,Lvl,4.0,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,3,Flat,Tar&Grv,Plywood,Plywood,8.0,275.0,2,2,CBlock,2.0,2.0,2.0,2.0,988.0,1.0,0.0,0.0,988.0,GasA,3,1,SBrkr,1721,0,0,1721,1.0,0.0,2,0,3,1,2.0,7,4.0,2,2.0,Basment,2.0,2.0,626.0,2.0,2.0,2,50,84,0,0,0,0,0.0,0.0,,0,12,2008,WD,Abnorml,145000,2709.0,False,False,3,48,0.020408163265306124,0.0816326530612245,48,False,387.0,False,84,1.04013531971942,1.0220892078837545
2148,50,RL,63.0,8375,Pave,,Reg,Lvl,4.0,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,BrkTil,2.0,2.0,1.0,3.0,336.0,1.0,0.0,240.0,576.0,GasA,3,1,SBrkr,864,486,0,1350,1.0,0.0,1,1,2,1,3.0,6,6.0,0,0.0,2Types,2.0,3.0,627.0,2.0,2.0,0,0,0,0,0,0,0,0.0,4.0,,0,6,2008,WD,Normal,152400,1926.0,False,True,1,35,0.02777777777777778,0.16666666666666669,67,False,321.0,False,0,0.998462856328179,0.91958393904907
2149,80,RL,,10200,Pave,,Reg,Lvl,4.0,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,Hip,CompShg,HdBoard,HdBoard,0.0,0.0,2,3,PConc,3.0,2.0,3.0,3.0,704.0,1.0,0.0,160.0,864.0,GasA,3,1,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,2Types,2.0,3.0,912.0,2.0,2.0,2,143,0,0,0,0,0,0.0,4.0,,0,6,2008,WD,Normal,144000,1768.0,False,True,1,38,0.03333333333333333,0.2,38,False,353.6,False,0,0.998462856328179,0.91958393904907
