Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,TotalSQF,NewHouse,SummerSale,RecentRemodel
626,20,RL,87.0,10000,Pave,,IR1,Lvl,4,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,3,3,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,1116,1116,GasA,3,1,SBrkr,1116,0,0,1116,0,0,1,1,3,1,3,5,10,0,,Attchd,1962.0,2.0,2,440,3.0,3.0,3,0,0,0,0,385,0,,,,0,2010,WD,Normal,160000,2232,False,False,False
627,20,RL,,12342,Pave,,IR1,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,978,978,GasA,3,1,SBrkr,1422,0,0,1422,0,0,1,0,3,1,3,6,8,1,3.0,Attchd,1960.0,3.0,1,286,3.0,3.0,3,0,0,36,0,0,0,,3.0,Shed,600,2007,WD,Normal,139900,2400,False,True,False
628,80,RL,80.0,9600,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,3,3,CBlock,3.0,3.0,4.0,3.0,674,1.0,132,350,1156,GasA,5,1,SBrkr,1520,0,0,1520,1,0,1,0,3,1,3,7,10,2,4.0,Basment,1955.0,3.0,1,364,3.0,3.0,3,0,0,189,0,0,0,,,,0,2010,WD,Normal,153000,2676,False,False,False
629,60,RL,70.0,11606,Pave,,IR1,HLS,4,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,3,3,PConc,4.0,3.0,4.0,2.0,650,0.0,0,390,1040,GasA,3,1,SBrkr,1040,1040,0,2080,0,1,1,2,5,1,2,9,10,2,3.0,Attchd,1969.0,2.0,2,504,3.0,3.0,3,335,0,0,0,0,0,,,,0,2007,WD,Family,135000,3120,False,False,False
630,80,RL,82.0,9020,Pave,,Reg,Lvl,4,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,3,3,CBlock,3.0,3.0,5.0,5.0,624,2.0,336,288,1248,GasA,3,1,SBrkr,1350,0,0,1350,1,0,1,1,3,1,3,6,10,0,,Attchd,1964.0,3.0,2,520,3.0,3.0,3,176,0,0,0,0,0,,5.0,,0,2008,WD,Normal,168500,2598,False,True,False
631,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,4,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2.0,2.0,2.0,0.0,0,0.0,0,636,636,GasA,3,1,FuseA,1089,661,0,1750,0,0,1,0,3,1,5,8,10,0,,Detchd,1937.0,2.0,1,240,2.0,1.0,1,0,0,293,0,0,0,,4.0,,0,2006,WD,Abnorml,124000,2386,False,True,False
632,120,RL,34.0,4590,Pave,,Reg,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,4,3,PConc,4.0,4.0,3.0,5.0,24,0.0,0,1530,1554,GasA,5,1,SBrkr,1554,0,0,1554,0,0,2,0,2,1,4,6,10,1,4.0,Attchd,2006.0,3.0,2,627,3.0,3.0,3,156,73,0,0,0,0,,,,0,2007,WD,Normal,209500,3108,True,True,False
633,20,RL,85.0,11900,Pave,,Reg,Lvl,4,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,3,4,CBlock,3.0,3.0,2.0,4.0,822,0.0,0,564,1386,GasA,3,1,SBrkr,1411,0,0,1411,0,0,2,0,3,1,3,6,10,1,3.0,Attchd,1977.0,4.0,2,544,3.0,3.0,3,192,0,0,0,0,0,,,,0,2009,WD,Family,82500,2797,False,True,False
634,20,RL,80.0,9250,Pave,,Reg,Lvl,4,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,2.0,3.0,480,1.0,468,108,1056,GasA,3,1,SBrkr,1056,0,0,1056,0,1,1,0,3,1,3,6,10,0,,Attchd,1954.0,2.0,1,260,3.0,3.0,3,390,0,0,0,0,0,,,,0,2007,WD,Normal,139400,2112,False,True,False
635,90,RL,64.0,6979,Pave,,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,2.0,5.0,1056,0.0,0,0,1056,GasA,4,1,SBrkr,1056,0,0,1056,2,0,0,0,0,2,3,4,10,0,,Detchd,1980.0,2.0,2,576,3.0,3.0,3,264,56,0,0,0,0,,5.0,Shed,600,2010,WD,Normal,144000,2112,False,True,False
636,190,RH,60.0,10896,Pave,Pave,Reg,Bnk,4,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3.0,2.0,2.0,1.0,256,0.0,0,1184,1440,GasA,5,1,FuseA,1440,1440,515,3395,0,0,2,0,8,2,2,14,10,0,,,,,0,0,,,1,0,110,0,0,0,0,,,,0,2007,WD,Abnorml,200000,4835,False,False,False
637,30,RM,51.0,6120,Pave,,Reg,Lvl,4,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,BrkTil,3.0,2.0,2.0,0.0,0,0.0,0,264,264,Grav,2,0,FuseA,800,0,0,800,0,0,1,0,1,1,2,4,3,1,1.0,,,,0,0,,,1,0,0,0,0,0,0,,,,0,2009,ConLw,Normal,60000,1064,False,False,False
638,190,RM,50.0,6000,Pave,,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,811,811,GasA,3,1,FuseA,811,576,0,1387,0,0,2,0,3,2,4,7,10,0,,BuiltIn,1954.0,2.0,1,256,3.0,3.0,3,0,0,0,0,0,0,,,,0,2009,WD,Normal,93000,2198,False,False,False
639,30,RL,67.0,8777,Pave,,Reg,Lvl,4,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,3,3,CBlock,2.0,3.0,2.0,0.0,0,0.0,0,796,796,GasA,4,1,FuseA,796,0,0,796,0,0,1,0,2,1,3,4,10,0,,,,,0,0,,,2,328,0,164,0,0,0,,4.0,,0,2008,WD,Normal,85000,1592,False,True,False
640,120,RL,53.0,3982,Pave,,Reg,Lvl,4,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,4.0,4.0,5.0,1154,0.0,0,366,1520,GasA,5,1,SBrkr,1567,0,0,1567,1,0,2,0,1,1,5,7,10,1,4.0,Attchd,2006.0,4.0,3,648,3.0,3.0,3,312,0,0,0,0,0,,,,0,2006,New,Partial,264561,3087,True,False,False
641,120,RL,62.0,12677,Pave,,IR1,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,5,3,PConc,5.0,3.0,5.0,5.0,1218,0.0,0,300,1518,GasA,5,1,SBrkr,1518,0,0,1518,0,0,1,1,1,1,5,6,10,1,4.0,Attchd,2003.0,3.0,2,588,3.0,3.0,3,185,140,0,0,0,0,,,,0,2008,WD,Normal,274000,3036,False,True,True
642,60,FV,,7050,Pave,,Reg,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,5.0,738,0.0,0,319,1057,GasA,5,1,SBrkr,1057,872,0,1929,1,0,2,1,3,1,4,7,10,1,3.0,Attchd,2001.0,4.0,2,650,3.0,3.0,3,0,235,0,0,0,0,,,,0,2007,WD,Normal,226000,2986,False,True,False
643,80,RL,75.0,13860,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,4,3,CBlock,4.0,3.0,5.0,5.0,1410,0.0,0,542,1952,GasA,4,1,SBrkr,2000,704,0,2704,1,0,2,1,4,1,5,9,10,3,3.0,Attchd,1972.0,4.0,2,538,3.0,3.0,3,269,111,0,0,0,0,,4.0,,0,2009,WD,Normal,345000,4656,False,True,False
644,60,RL,80.0,10793,Pave,,Reg,Lvl,4,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263.0,3,3,CBlock,3.0,3.0,2.0,2.0,493,3.0,287,0,780,GasA,5,1,SBrkr,780,840,0,1620,0,0,2,1,4,1,3,7,8,0,,Attchd,1969.0,4.0,2,462,3.0,3.0,3,208,0,0,0,0,0,,3.0,,0,2007,WD,Normal,152000,2400,False,True,False
645,20,FV,85.0,9187,Pave,,Reg,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,5,3,PConc,5.0,3.0,3.0,5.0,1121,0.0,0,645,1766,GasA,5,1,SBrkr,1766,0,0,1766,1,0,2,1,2,1,5,7,10,1,4.0,Attchd,2009.0,4.0,3,478,3.0,3.0,3,195,130,0,0,0,0,,,,0,2009,New,Partial,370878,3532,True,False,False
646,20,RL,,10530,Pave,,IR1,Lvl,4,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,2.0,4.0,282,1.0,35,664,981,GasA,3,1,SBrkr,981,0,0,981,1,0,1,1,3,1,3,5,10,0,,Detchd,1979.0,2.0,2,576,3.0,3.0,3,0,312,40,0,0,0,,,,0,2007,WD,Normal,143250,1962,False,False,False
647,20,RL,60.0,7200,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,,,,,0,,0,0,0,GasA,4,1,SBrkr,1048,0,0,1048,0,0,1,0,3,1,3,7,8,0,,Detchd,1950.0,2.0,2,420,3.0,3.0,3,0,27,0,0,0,0,,,,0,2008,WD,Normal,98300,1048,False,True,False
648,20,RL,85.0,10452,Pave,,IR1,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,3,3,CBlock,3.0,3.0,3.0,2.0,500,0.0,0,594,1094,GasA,5,1,SBrkr,1094,0,0,1094,0,0,1,0,3,1,3,5,10,2,4.0,Attchd,1953.0,3.0,2,495,3.0,3.0,3,0,0,0,0,287,0,,,,0,2008,WD,Normal,155000,2188,False,True,False
649,60,RL,70.0,7700,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,3,3,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,756,756,GasA,3,1,SBrkr,1051,788,0,1839,0,0,1,1,4,1,3,7,10,1,3.0,Attchd,1966.0,2.0,2,442,3.0,3.0,3,0,124,216,0,0,0,,,,0,2010,WD,Normal,155000,2595,False,True,False
650,180,RM,21.0,1936,Pave,,Reg,Lvl,4,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4.0,3.0,4.0,3.0,131,5.0,499,0,630,GasA,4,1,SBrkr,630,0,0,630,1,0,1,0,1,1,3,3,10,0,,,,,0,0,,,3,0,0,0,0,0,0,,4.0,,0,2007,WD,Normal,84500,1260,False,False,False
651,60,FV,65.0,8125,Pave,,Reg,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,,,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,813,813,GasA,5,1,SBrkr,822,843,0,1665,0,0,2,1,3,1,4,7,10,0,,Attchd,2007.0,3.0,2,562,3.0,3.0,3,0,0,0,0,0,0,,,,0,2008,WD,Normal,205950,2478,True,True,False
652,70,RL,60.0,9084,Pave,,Reg,Lvl,4,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,3.0,0.0,0,0.0,0,755,755,GasA,3,1,SBrkr,755,755,0,1510,1,0,1,0,4,1,3,7,10,1,4.0,Detchd,1940.0,2.0,1,296,2.0,1.0,2,120,0,0,0,0,0,,4.0,,0,2009,WD,Normal,108000,2265,False,False,False
653,60,RL,70.0,8750,Pave,,Reg,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,880,880,GasA,5,1,SBrkr,909,807,0,1716,0,0,2,1,2,1,4,7,10,1,3.0,Attchd,1996.0,3.0,2,512,3.0,3.0,3,0,120,0,0,0,0,,,,0,2009,WD,Normal,191000,2596,False,True,False
654,50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,4,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,756,756,GasA,5,1,SBrkr,756,713,0,1469,0,0,1,0,3,1,3,7,10,0,,Detchd,1906.0,2.0,1,216,3.0,3.0,3,57,0,239,0,0,0,,4.0,,0,2008,WD,Normal,135000,2225,False,True,False
655,20,RL,91.0,10437,Pave,,IR1,Lvl,4,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,4,4,PConc,4.0,3.0,5.0,5.0,1696,0.0,0,413,2109,GasA,5,1,SBrkr,2113,0,0,2113,1,0,2,1,2,1,4,7,10,1,3.0,Attchd,1995.0,4.0,3,839,3.0,3.0,3,236,46,0,0,0,0,,,,0,2008,WD,Normal,350000,4222,False,True,False
656,160,RM,21.0,1680,Pave,,Reg,Lvl,4,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,3,3,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,525,525,GasA,3,1,SBrkr,525,567,0,1092,0,0,1,1,3,1,3,6,10,0,,Detchd,1971.0,2.0,1,264,3.0,3.0,3,0,0,0,0,0,0,,,,0,2010,WD,Family,88000,1617,False,False,False
657,20,RL,72.0,10007,Pave,,IR1,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,4,3,CBlock,3.0,3.0,2.0,4.0,806,0.0,0,247,1053,GasA,5,1,SBrkr,1053,0,0,1053,1,0,1,1,3,1,4,5,10,0,,Attchd,1959.0,3.0,1,312,3.0,3.0,3,0,0,0,0,0,0,,4.0,,0,2008,WD,Normal,145500,2106,False,True,False
658,70,RL,60.0,7200,Pave,,Reg,HLS,4,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,3,2,BrkTil,4.0,3.0,2.0,0.0,0,0.0,0,776,776,GasA,3,1,SBrkr,851,651,0,1502,0,0,1,1,3,1,3,6,10,1,4.0,Attchd,1931.0,3.0,1,270,3.0,3.0,2,0,0,112,0,0,0,,4.0,,0,2008,WD,Normal,149000,2278,False,False,False
659,50,RL,78.0,17503,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,912,912,GasA,3,1,SBrkr,912,546,0,1458,0,1,1,0,3,1,3,6,10,1,4.0,Attchd,1948.0,2.0,1,330,3.0,3.0,3,192,0,0,0,0,0,,,,0,2010,WD,Abnorml,97500,2370,False,False,True
660,20,RL,75.0,9937,Pave,,Reg,Lvl,4,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3.0,3.0,2.0,3.0,637,0.0,0,849,1486,GasA,5,1,SBrkr,1486,0,0,1486,1,0,1,0,3,1,3,7,10,0,,Detchd,1968.0,4.0,2,480,3.0,3.0,3,0,0,0,0,0,0,,4.0,,0,2009,WD,Normal,167000,2972,False,False,False
661,60,RL,,12384,Pave,,Reg,Lvl,4,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,3,3,CBlock,4.0,3.0,2.0,0.0,0,0.0,0,793,793,GasA,3,1,SBrkr,1142,793,0,1935,0,0,2,1,3,1,3,7,10,1,3.0,Attchd,1976.0,3.0,2,550,3.0,3.0,3,0,113,252,0,0,0,,,,0,2007,WD,Normal,197900,2728,False,False,False
662,60,RL,52.0,46589,Pave,,IR2,Lvl,4,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,4,3,PConc,4.0,4.0,2.0,5.0,1361,2.0,180,88,1629,GasA,5,1,SBrkr,1686,762,0,2448,1,0,2,1,4,1,4,8,10,1,3.0,Attchd,1994.0,3.0,3,711,3.0,3.0,3,517,76,0,0,0,0,,,,0,2009,WD,Normal,402000,4077,False,True,False
663,20,RL,120.0,13560,Pave,,Reg,Lvl,4,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,3,3,CBlock,2.0,2.0,2.0,0.0,0,0.0,0,1392,1392,GasA,4,1,SBrkr,1392,0,0,1392,1,0,1,0,2,1,3,5,2,2,3.0,Attchd,1968.0,3.0,2,576,3.0,3.0,3,0,0,240,0,0,0,,,,0,2009,WD,Normal,110000,2784,False,True,False
664,85,RL,90.0,10012,Pave,,Reg,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,4.0,3.0,920,2.0,180,38,1138,GasA,3,1,SBrkr,1181,0,0,1181,1,0,2,0,3,1,3,6,10,0,,Detchd,1974.0,3.0,2,588,3.0,3.0,3,0,0,180,0,0,0,,4.0,,0,2008,WD,Normal,137500,2319,False,True,False
665,20,RL,49.0,20896,Pave,,IR2,Lvl,4,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3.0,3.0,5.0,1721,0.0,0,356,2077,GasA,5,1,SBrkr,2097,0,0,2097,1,0,1,1,1,1,5,8,10,1,5.0,Attchd,2005.0,4.0,3,1134,3.0,3.0,3,192,267,0,0,0,0,,,,0,2006,New,Partial,423000,4174,True,False,True
666,60,RL,106.0,11194,Pave,,IR1,Lvl,4,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,1406,1406,GasA,5,1,SBrkr,1454,482,0,1936,0,0,2,1,3,1,4,7,10,1,3.0,Attchd,2000.0,3.0,2,504,3.0,3.0,3,188,124,0,0,0,0,,,,0,2006,WD,Normal,230500,3342,False,False,False
667,60,RL,,18450,Pave,,IR1,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,3,4,CBlock,4.0,3.0,2.0,1.0,187,2.0,723,111,1021,GasA,3,1,SBrkr,1465,915,0,2380,0,0,2,1,3,1,3,7,1,1,1.0,CarPort,1965.0,2.0,2,596,3.0,3.0,3,0,265,0,0,0,0,,,,0,2007,WD,Abnorml,129000,3401,False,True,False
668,20,RL,65.0,8125,Pave,,Reg,Lvl,4,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,3,3,PConc,4.0,3.0,2.0,5.0,1138,0.0,0,270,1408,GasA,5,1,SBrkr,1679,0,0,1679,1,0,2,0,3,1,4,7,10,1,2.0,Attchd,1994.0,3.0,2,575,3.0,3.0,3,224,42,0,0,0,0,,,,0,2008,WD,Normal,193500,3087,False,False,True
669,20,RL,,14175,Pave,,Reg,Bnk,4,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,2.0,2.0,988,0.0,0,200,1188,GasA,4,1,SBrkr,1437,0,0,1437,1,0,1,1,3,1,3,6,7,1,3.0,Detchd,1999.0,2.0,2,576,3.0,3.0,3,304,0,0,0,0,0,,,,0,2006,WD,Normal,168000,2625,False,False,False
670,30,RL,80.0,11600,Pave,,Reg,Lvl,4,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2.0,3.0,2.0,0.0,0,0.0,0,700,700,GasA,5,1,SBrkr,1180,0,0,1180,0,0,1,0,2,1,2,5,10,1,4.0,Detchd,1922.0,2.0,1,252,3.0,2.0,3,0,0,67,0,0,0,,,,0,2006,WD,Normal,137500,1880,False,True,False
671,60,RL,64.0,8633,Pave,,Reg,Lvl,4,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,5.0,193,0.0,0,545,738,GasA,5,1,SBrkr,738,738,0,1476,1,0,2,1,3,1,4,7,10,0,,Attchd,2005.0,4.0,2,540,3.0,3.0,3,100,35,0,0,0,0,,,,0,2009,WD,Normal,173500,2214,False,False,False
672,70,RH,54.0,6629,Pave,,Reg,Lvl,4,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3.0,3.0,2.0,3.0,551,0.0,0,121,672,GasA,3,0,SBrkr,697,672,0,1369,1,0,2,0,3,1,3,6,10,0,,Detchd,1930.0,2.0,1,300,3.0,3.0,3,147,0,0,0,0,0,,,,0,2009,WD,Normal,103600,2041,False,True,False
673,20,RL,,11250,Pave,,IR1,Lvl,4,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,CBlock,4.0,3.0,2.0,4.0,767,0.0,0,441,1208,GasA,3,1,SBrkr,1208,0,0,1208,1,0,1,1,3,1,3,6,10,1,3.0,Attchd,1977.0,3.0,2,546,3.0,3.0,3,198,42,0,0,0,0,,,,0,2006,WD,Normal,165000,2416,False,True,False
674,20,RL,110.0,14442,Pave,,Reg,Lvl,4,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,3,3,PConc,3.0,3.0,2.0,5.0,1186,0.0,0,291,1477,GasA,5,1,SBrkr,1839,0,0,1839,1,0,2,0,3,1,4,7,10,2,3.0,Attchd,1957.0,4.0,2,416,3.0,3.0,3,0,87,0,0,200,0,,,,0,2007,WD,Normal,257500,3316,False,True,False
675,20,RL,80.0,9200,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,2.0,2.0,892,0.0,0,244,1136,GasA,3,1,SBrkr,1136,0,0,1136,1,0,1,0,3,1,3,5,10,1,4.0,Attchd,1965.0,3.0,1,384,3.0,3.0,3,426,0,0,0,0,0,,,,0,2008,WD,Normal,140000,2272,False,True,False
676,160,RL,24.0,2289,Pave,,Reg,Lvl,4,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3.0,3.0,2.0,4.0,311,0.0,0,544,855,GasA,3,1,SBrkr,855,586,0,1441,0,0,2,1,3,1,3,7,10,1,3.0,Attchd,1978.0,2.0,2,440,3.0,3.0,3,28,0,0,0,0,0,,,,0,2009,WD,Normal,148500,2296,False,True,False
677,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,3,3,BrkTil,3.0,2.0,2.0,0.0,0,0.0,0,1095,1095,GasW,2,0,SBrkr,1095,679,0,1774,1,0,2,0,4,2,3,8,7,0,,2Types,1920.0,2.0,3,779,2.0,2.0,1,0,0,90,0,0,0,,,,0,2006,WD,Normal,87000,2869,False,True,False
678,30,RL,52.0,9022,Pave,,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,BrkTil,3.0,3.0,2.0,0.0,0,0.0,0,768,768,GasA,5,1,SBrkr,792,0,0,792,0,0,1,0,2,1,4,5,10,0,,Detchd,1924.0,2.0,1,240,2.0,2.0,1,316,0,120,0,0,0,,,,0,2009,WD,Normal,109500,1560,False,True,False
